,order_date,stock_date,order_number,product_key,customer_key,territory_key,order_line_item,order_quantity,OrderDate,ProductKey,CustomerKey,OrderNumber
34167,2021-09-19,2021-07-20,SO54641,220,13066,1,4,1,,,,
34168,2021-08-09,2021-05-30,SO52304,478,12202,6,1,2,,,,
34169,2021-12-27,2021-09-30,SO60864,220,13175,6,2,1,,,,
34170,2021-12-12,2021-11-02,SO59878,232,11934,1,3,1,,,,
34171,2021-07-11,2021-05-27,SO51346,485,11270,4,2,2,,,,
34172,2021-12-18,2021-10-25,SO60273,475,14291,6,1,1,,,,
34173,2021-10-19,2021-08-29,SO56370,479,26486,4,2,2,,,,
34174,2021-11-07,2021-10-01,SO57534,215,13411,10,2,1,,,,
34175,2021-11-04,2021-09-19,SO57420,362,12689,9,1,1,,,,
34176,2021-11-26,2021-10-09,SO58626,484,27897,8,2,2,,,,
34177,2021-08-11,2021-06-17,SO52372,480,28301,4,1,2,,,,
34178,2021-12-18,2021-09-03,SO60276,477,18093,1,1,2,,,,
34179,2021-10-23,2021-07-31,SO56565,528,15305,4,1,3,,,,
34180,2021-11-23,2021-08-13,SO58415,528,12289,10,2,1,,,,
34181,2021-12-28,2021-09-03,SO60941,220,25417,4,5,1,,,,
34182,2021-07-24,2021-06-03,SO51555,360,11037,6,1,1,,,,
34183,2021-10-19,2021-06-25,SO56356,528,18179,7,1,2,,,,
34184,2021-12-27,2021-11-15,SO60843,215,15149,9,1,1,,,,
34185,2021-07-29,2021-06-02,SO51658,564,14189,8,1,1,,,,
34186,2021-11-15,2021-08-17,SO57977,528,25965,4,2,2,,,,
34187,2021-11-28,2021-08-09,SO58756,583,17144,1,1,1,,,,
34188,2021-12-14,2021-11-15,SO59986,478,12650,7,2,2,,,,
34189,2021-01-16,2020-10-10,SO48925,324,15480,4,1,1,,,,
34190,2021-12-02,2021-08-27,SO59186,590,14379,4,1,1,,,,
34191,2021-02-08,2020-10-20,SO49249,385,17767,7,1,1,,,,
34192,2021-09-15,2021-06-25,SO54377,528,13541,8,3,2,,,,
34193,2021-09-27,2021-08-02,SO55035,535,12370,9,2,2,,,,
34194,2021-10-25,2021-09-30,SO56683,590,11126,9,1,1,,,,
34195,2021-07-05,2021-03-28,SO51250,489,19360,10,4,1,,,,
34196,2021-12-27,2021-12-08,SO60881,580,20214,9,1,1,,,,
34197,2021-08-04,2021-06-16,SO52044,223,17276,1,3,2,,,,
34198,2021-12-05,2021-10-13,SO59360,478,21579,1,1,2,,,,
34199,2021-12-08,2021-10-06,SO59591,215,24651,1,3,1,,,,
34200,2021-11-18,2021-09-21,SO58147,536,18925,6,1,2,,,,
34201,2021-10-10,2021-08-17,SO55886,480,25848,4,2,2,,,,
34202,2021-10-02,2021-06-21,SO55390,528,22208,9,2,1,,,,
34203,2021-08-17,2021-04-24,SO52725,487,12132,7,4,1,,,,
34204,2021-09-04,2021-07-06,SO53812,529,27794,10,1,2,,,,
34205,2021-12-18,2021-10-29,SO60253,535,12006,9,1,3,,,,
34206,2021-10-13,2021-07-15,SO56066,223,27880,10,2,2,,,,
34207,2021-12-15,2021-09-05,SO60065,480,11176,6,3,2,,,,
34208,2021-09-12,2021-07-18,SO54207,464,11212,6,2,2,,,,
34209,2021-10-30,2021-09-13,SO56939,537,11846,4,1,1,,,,
34210,2021-11-14,2021-09-09,SO57951,529,27167,7,2,2,,,,
34211,2021-10-10,2021-08-28,SO55874,480,16615,9,3,2,,,,
34212,2021-08-06,2021-05-02,SO52133,477,16953,4,1,2,,,,
34213,2021-09-05,2021-06-06,SO53847,536,12753,7,1,2,,,,
34214,2021-10-10,2021-08-09,SO55890,472,17367,1,1,1,,,,
34215,2021-08-17,2021-06-14,SO52708,482,11176,6,3,2,,,,
34216,2021-09-02,2021-08-11,SO53671,528,21563,9,2,2,,,,
34217,2021-10-08,2021-07-20,SO55794,478,13203,1,2,2,,,,
34218,2021-08-02,2021-05-20,SO51934,538,28237,4,2,2,,,,
34219,2021-09-10,2021-08-24,SO54105,477,12328,10,3,2,,,,
34220,2021-12-14,2021-10-01,SO60043,573,11452,9,1,1,,,,
34221,2021-12-15,2021-09-02,SO60053,480,27497,9,2,2,,,,
34222,2021-08-18,2021-06-19,SO52753,536,14820,10,2,2,,,,
34223,2021-12-02,2021-09-26,SO59154,541,26737,1,1,3,,,,
34224,2021-10-03,2021-06-13,SO55472,464,20705,4,3,2,,,,
34225,2021-09-07,2021-08-01,SO53933,229,28241,1,4,1,,,,
34226,2021-11-01,2021-09-19,SO57239,604,26842,10,1,1,,,,
34227,2021-10-02,2021-07-08,SO55407,483,26102,1,3,1,,,,
34228,2021-11-14,2021-10-22,SO57942,477,29316,9,2,2,,,,
34229,2021-10-13,2021-07-16,SO56065,584,22044,4,1,1,,,,
34230,2021-09-15,2021-07-04,SO54387,478,13559,8,2,2,,,,
34231,2021-12-24,2021-09-17,SO60690,223,25412,1,2,2,,,,
34232,2021-08-08,2021-07-09,SO52270,535,11947,9,2,2,,,,
34233,2021-12-19,2021-12-03,SO60353,220,20916,8,3,1,,,,
34234,2021-09-18,2021-07-22,SO54550,528,11185,6,2,2,,,,
34235,2021-10-04,2021-09-01,SO55543,358,12039,9,1,1,,,,
34236,2021-08-08,2021-06-05,SO52248,478,14704,7,4,1,,,,
34237,2021-10-19,2021-07-01,SO56350,480,22138,4,3,2,,,,
34238,2021-09-17,2021-06-15,SO54490,462,20279,4,3,2,,,,
34239,2021-11-12,2021-08-12,SO57839,584,22106,4,1,1,,,,
34240,2021-11-29,2021-10-30,SO58803,491,25782,10,2,1,,,,
34241,2021-05-25,2021-04-06,SO50584,358,15585,9,1,1,,,,
34242,2021-11-21,2021-08-30,SO58336,590,17048,9,1,1,,,,
34243,2021-11-15,2021-07-26,SO57987,464,19934,8,6,2,,,,
34244,2021-07-27,2021-05-28,SO51608,484,13744,1,2,2,,,,
34245,2021-12-27,2021-10-20,SO60840,529,17074,9,2,2,,,,
34246,2021-07-16,2021-04-02,SO51431,490,11063,1,4,1,,,,
34247,2021-12-30,2021-09-23,SO61089,477,20191,4,3,2,,,,
34248,2021-04-08,2021-01-28,SO49965,340,21071,10,1,1,,,,
34249,2021-12-07,2021-09-27,SO59495,475,27351,9,1,1,,,,
34250,2021-10-01,2021-08-21,SO55353,478,18637,6,2,3,,,,
34251,2021-12-31,2021-11-27,SO61128,214,21452,1,3,1,,,,
34252,2021-12-23,2021-11-18,SO60577,529,11711,6,2,2,,,,
34253,2021-11-20,2021-09-27,SO58276,477,19412,1,4,2,,,,
34254,2021-09-18,2021-07-16,SO54563,529,14811,8,2,2,,,,
34255,2021-09-13,2021-08-12,SO54267,478,11604,10,2,2,,,,
34256,2021-07-20,2021-04-07,SO51493,478,11001,9,4,1,,,,
34257,2021-08-21,2021-07-01,SO52912,490,11023,4,4,1,,,,
34258,2021-07-08,2021-06-19,SO51291,478,11447,9,2,3,,,,
34259,2021-10-19,2021-06-23,SO56358,540,13496,7,1,1,,,,
34260,2021-08-16,2021-04-29,SO52628,529,24777,4,1,1,,,,
34261,2021-12-31,2021-11-03,SO61094,362,13595,7,1,1,,,,
34262,2021-12-29,2021-09-14,SO60967,529,25912,9,1,2,,,,
34263,2021-12-05,2021-10-02,SO59357,480,22160,1,3,2,,,,
34264,2021-09-02,2021-05-09,SO53706,215,13917,4,4,1,,,,
34265,2021-09-13,2021-07-30,SO54252,362,12292,10,1,1,,,,
34266,2021-09-20,2021-07-29,SO54661,477,11176,6,2,2,,,,
34267,2021-12-24,2021-11-08,SO60631,220,14191,10,2,1,,,,
34268,2021-12-15,2021-09-19,SO60093,477,13910,1,2,2,,,,
34269,2021-09-13,2021-08-21,SO54315,566,28110,9,1,1,,,,
34270,2021-10-26,2021-09-24,SO56703,484,19591,9,3,2,,,,
34271,2021-12-22,2021-10-10,SO60550,487,12451,6,3,1,,,,
34272,2021-09-14,2021-06-08,SO54347,223,19520,10,3,2,,,,
34273,2021-12-02,2021-10-05,SO59190,479,20219,9,2,1,,,,
34274,2021-08-18,2021-08-03,SO52731,352,11378,7,1,1,,,,
34275,2021-08-21,2021-07-20,SO52922,537,12071,4,3,1,,,,
34276,2021-12-25,2021-11-14,SO60699,479,11142,6,1,2,,,,
34277,2021-05-26,2021-04-06,SO50594,360,15601,9,1,1,,,,
34278,2021-12-20,2021-10-03,SO60414,540,20495,4,3,1,,,,
34279,2021-11-24,2021-09-17,SO58513,480,24096,7,2,2,,,,
34280,2021-04-13,2021-02-08,SO50024,328,27406,6,1,1,,,,
34281,2021-12-29,2021-10-25,SO60993,486,15696,7,3,1,,,,
34282,2021-06-20,2021-02-25,SO50978,369,24503,9,1,1,,,,
34283,2021-12-03,2021-10-02,SO59227,480,23294,1,3,2,,,,
34284,2021-08-11,2021-05-11,SO52374,223,11631,6,1,2,,,,
34285,2021-04-17,2021-03-07,SO50065,358,15044,9,1,1,,,,
34286,2021-10-26,2021-09-11,SO56718,478,21325,4,1,1,,,,
34287,2021-09-09,2021-07-16,SO54102,481,24084,7,4,1,,,,
34288,2021-11-11,2021-08-26,SO57772,477,25141,10,1,2,,,,
34289,2021-12-04,2021-09-10,SO59285,220,14960,7,3,1,,,,
34290,2021-12-27,2021-11-05,SO60889,606,15762,6,1,1,,,,
34291,2021-10-15,2021-06-27,SO56163,540,13814,10,1,1,,,,
34292,2021-12-30,2021-09-25,SO61092,479,22623,8,3,2,,,,
34293,2021-12-24,2021-09-27,SO60637,529,14665,9,2,2,,,,
34294,2021-11-22,2021-07-30,SO58357,581,17761,8,1,1,,,,
34295,2021-11-05,2021-09-09,SO57456,529,25592,10,1,2,,,,
34296,2021-09-23,2021-08-05,SO54867,480,18706,9,4,2,,,,
34297,2021-08-13,2021-07-06,SO52510,485,13339,4,1,2,,,,
34298,2021-12-03,2021-10-12,SO59254,604,28316,9,1,1,,,,
34299,2021-11-06,2021-09-03,SO57519,583,14133,9,1,1,,,,
34300,2021-10-13,2021-07-10,SO56021,464,12298,8,5,2,,,,
34301,2021-06-12,2021-03-08,SO50892,360,15753,9,1,1,,,,
34302,2021-11-10,2021-09-22,SO57713,478,13222,6,1,2,,,,
34303,2021-11-18,2021-07-28,SO58170,214,12970,6,3,1,,,,
34304,2021-12-01,2021-10-22,SO59106,529,24072,8,1,2,,,,
34305,2021-03-05,2021-02-15,SO49594,379,24005,9,1,1,,,,
34306,2021-07-02,2021-03-26,SO51199,477,21440,4,4,2,,,,
34307,2021-08-13,2021-07-16,SO52508,541,13815,10,1,2,,,,
34308,2021-10-07,2021-07-02,SO55725,232,11247,10,3,1,,,,
34309,2021-11-27,2021-08-18,SO58684,485,13415,4,3,1,,,,
34310,2021-10-19,2021-08-24,SO56342,215,23997,9,2,1,,,,
34311,2021-08-15,2021-06-01,SO52587,529,27729,1,1,2,,,,
34312,2021-05-26,2021-04-10,SO50585,352,27452,4,1,1,,,,
34313,2021-09-02,2021-08-11,SO53670,215,18211,9,2,1,,,,
34314,2021-08-06,2021-05-03,SO52139,539,21840,10,1,2,,,,
34315,2021-11-23,2021-09-24,SO58463,479,24752,1,2,3,,,,
34316,2021-11-07,2021-09-28,SO57567,485,11502,6,3,3,,,,
34317,2021-09-23,2021-05-31,SO54840,477,23272,4,2,2,,,,
34318,2021-12-15,2021-09-04,SO60064,536,22751,4,1,2,,,,
34319,2021-11-07,2021-07-23,SO57567,223,11502,6,4,1,,,,
34320,2021-10-01,2021-06-18,SO55369,215,12433,4,3,1,,,,
34321,2021-10-23,2021-07-16,SO56557,536,23072,1,1,2,,,,
34322,2021-11-13,2021-08-04,SO57857,539,11505,6,1,2,,,,
34323,2021-11-18,2021-10-18,SO58174,592,19142,4,1,1,,,,
34324,2021-12-07,2021-10-29,SO59499,214,11466,9,3,1,,,,
34325,2021-09-01,2021-06-08,SO53649,235,13363,1,2,1,,,,
34326,2021-10-06,2021-08-29,SO55618,530,27970,9,1,2,,,,
34327,2021-08-09,2021-05-30,SO52325,575,24669,4,1,1,,,,
34328,2021-12-02,2021-08-13,SO59183,528,11838,1,1,3,,,,
34329,2021-12-07,2021-09-22,SO59576,480,13577,7,4,2,,,,
34330,2021-08-17,2021-06-12,SO52694,477,17165,4,1,3,,,,
34331,2021-09-18,2021-08-03,SO54583,574,24734,1,1,1,,,,
34332,2021-11-09,2021-08-29,SO57668,223,12090,6,3,3,,,,
34333,2021-12-04,2021-11-11,SO59298,478,15816,6,1,1,,,,
34334,2021-09-01,2021-07-23,SO53643,477,16746,1,1,2,,,,
34335,2021-11-27,2021-10-21,SO58700,223,12333,7,2,1,,,,
34336,2021-09-08,2021-05-29,SO53992,488,28331,4,1,1,,,,
34337,2021-06-20,2021-05-04,SO50972,381,25229,9,1,1,,,,
34338,2021-07-29,2021-04-03,SO51646,358,11064,4,1,1,,,,
34339,2021-10-26,2021-07-23,SO56705,379,16415,7,1,1,,,,
34340,2021-12-09,2021-09-17,SO59688,537,13866,4,3,1,,,,
34341,2021-12-05,2021-09-12,SO59397,477,20111,4,3,2,,,,
34342,2021-09-03,2021-07-21,SO53770,574,29277,6,1,1,,,,
34343,2021-12-11,2021-11-26,SO59776,478,20398,4,2,2,,,,
34344,2021-07-20,2021-04-07,SO51493,478,11001,9,4,1,,,,
34345,2021-10-03,2021-08-02,SO55453,478,12385,10,2,2,,,,
34346,2021-10-19,2021-08-04,SO56343,583,20851,10,1,1,,,,
34347,2021-10-08,2021-09-10,SO55760,536,22077,4,1,2,,,,
34348,2021-12-08,2021-08-24,SO59607,488,25300,8,2,1,,,,
34349,2021-09-07,2021-07-29,SO53973,477,24681,4,3,2,,,,
34350,2021-11-19,2021-08-24,SO58233,485,13146,1,2,2,,,,
34351,2021-12-07,2021-11-20,SO59532,529,26821,8,2,2,,,,
34352,2021-02-15,2020-12-25,SO49320,373,23649,9,1,1,,,,
34353,2021-03-05,2020-11-22,SO49582,377,17220,8,1,1,,,,
34354,2021-11-07,2021-09-24,SO57572,232,15498,6,4,1,,,,
34355,2021-09-13,2021-08-25,SO54307,477,11111,9,3,3,,,,
34356,2021-10-15,2021-09-30,SO56173,487,19128,4,4,1,,,,
34357,2021-08-23,2021-05-22,SO52987,489,19920,7,3,1,,,,
34358,2021-08-16,2021-06-14,SO52626,539,11019,6,2,2,,,,
34359,2021-04-22,2021-01-12,SO50103,322,15827,1,1,1,,,,
34360,2021-09-26,2021-09-02,SO55007,529,22866,8,1,2,,,,
34361,2021-09-20,2021-06-06,SO54686,540,14205,7,1,1,,,,
34362,2021-09-06,2021-07-30,SO53891,476,18577,4,1,1,,,,
34363,2021-08-13,2021-06-18,SO52518,480,23172,6,4,2,,,,
34364,2021-12-28,2021-10-23,SO60947,529,22266,4,3,2,,,,
34365,2021-11-26,2021-09-16,SO58585,214,12404,10,3,1,,,,
34366,2021-08-24,2021-06-11,SO53024,464,15526,6,4,2,,,,
34367,2021-12-30,2021-10-31,SO61044,477,20717,10,3,2,,,,
34368,2021-10-23,2021-09-21,SO56573,538,27826,8,1,2,,,,
34369,2021-08-12,2021-06-08,SO52410,360,11250,10,1,1,,,,
34370,2021-08-27,2021-08-06,SO53218,528,14688,8,2,2,,,,
34371,2021-11-25,2021-09-20,SO58564,529,26905,10,1,1,,,,
34372,2021-10-28,2021-09-15,SO56845,563,24818,1,1,1,,,,
34373,2021-09-20,2021-07-08,SO54679,528,25253,1,2,2,,,,
34374,2021-12-03,2021-09-29,SO59224,480,26000,4,3,2,,,,
34375,2021-07-26,2021-05-27,SO51590,214,11271,4,4,1,,,,
34376,2021-10-11,2021-08-20,SO55943,528,16238,4,1,3,,,,
34377,2021-08-18,2021-04-20,SO52751,529,17649,10,1,3,,,,
34378,2021-03-19,2021-01-30,SO49721,356,12645,10,1,1,,,,
34379,2021-09-28,2021-09-09,SO55095,535,11150,9,1,2,,,,
34380,2021-11-15,2021-08-16,SO58004,479,26856,7,3,2,,,,
34381,2021-12-25,2021-10-02,SO60743,220,19959,9,2,1,,,,
34382,2021-08-02,2021-06-28,SO51923,485,11420,7,2,2,,,,
34383,2021-09-22,2021-09-05,SO54784,528,23696,1,2,2,,,,
34384,2021-07-24,2021-05-24,SO51559,529,24605,9,3,2,,,,
34385,2021-08-24,2021-07-30,SO53021,530,29000,1,1,2,,,,
34386,2021-08-22,2021-08-07,SO52949,232,14799,10,4,1,,,,
34387,2021-12-03,2021-10-07,SO59235,223,12293,10,1,2,,,,
34388,2021-11-22,2021-08-06,SO58353,537,12284,10,2,1,,,,
34389,2021-09-30,2021-06-15,SO55183,484,16168,9,4,2,,,,
34390,2021-09-19,2021-09-04,SO54634,530,16190,10,1,2,,,,
34391,2021-10-10,2021-09-16,SO55894,528,16716,1,1,2,,,,
34392,2021-11-26,2021-10-19,SO58625,541,26903,7,2,2,,,,
34393,2021-10-05,2021-06-29,SO55611,604,29403,8,1,1,,,,
34394,2021-12-20,2021-09-11,SO60398,536,22759,1,1,2,,,,
34395,2021-07-15,2021-04-19,SO51411,220,11239,10,4,1,,,,
34396,2021-04-20,2021-01-01,SO50091,334,19436,7,1,1,,,,
34397,2021-08-11,2021-05-28,SO52372,486,28301,4,2,1,,,,
34398,2021-10-14,2021-07-08,SO56105,485,14098,1,2,2,,,,
34399,2021-10-17,2021-07-17,SO56249,214,19946,10,4,1,,,,
34400,2021-08-06,2021-05-23,SO52144,537,11868,6,1,1,,,,
34401,2021-12-31,2021-12-10,SO61110,580,17847,8,1,1,,,,
34402,2021-12-08,2021-11-01,SO59639,576,25414,4,1,1,,,,
34403,2021-08-17,2021-07-25,SO52691,529,24952,1,2,2,,,,
34404,2021-11-28,2021-09-12,SO58730,478,23379,1,2,3,,,,
34405,2021-10-21,2021-07-16,SO56463,530,29442,8,1,3,,,,
34406,2021-09-20,2021-06-11,SO54707,477,23267,6,3,2,,,,
34407,2021-09-11,2021-08-22,SO54164,528,14982,10,1,3,,,,
34408,2021-08-05,2021-07-09,SO52080,481,23690,4,2,2,,,,
34409,2021-10-12,2021-08-04,SO55980,529,12332,7,2,2,,,,
34410,2021-08-18,2021-07-15,SO52758,215,11688,1,2,1,,,,
34411,2021-09-28,2021-07-10,SO55105,529,13762,6,2,3,,,,
34412,2021-08-12,2021-07-20,SO52458,360,11457,9,1,1,,,,
34413,2021-12-08,2021-08-23,SO59617,528,12365,1,1,2,,,,
34414,2021-11-04,2021-08-30,SO57416,604,28308,9,1,1,,,,
34415,2021-12-29,2021-10-02,SO61021,604,21620,6,1,1,,,,
34416,2021-05-03,2021-04-02,SO50352,334,15948,4,1,1,,,,
34417,2021-12-14,2021-08-21,SO60040,220,22423,7,2,1,,,,
34418,2021-10-18,2021-09-22,SO56288,529,25434,4,2,3,,,,
34419,2021-08-01,2021-06-29,SO51898,488,15507,6,3,1,,,,
34420,2021-10-09,2021-08-22,SO55852,487,12728,8,2,1,,,,
34421,2021-07-10,2021-04-12,SO51329,477,26312,1,3,2,,,,
34422,2021-12-03,2021-08-18,SO59239,477,11161,4,4,2,,,,
34423,2021-11-19,2021-09-24,SO58224,226,23614,10,4,1,,,,
34424,2021-02-15,2020-12-25,SO49312,369,17086,8,1,1,,,,
34425,2021-08-26,2021-05-16,SO53181,389,19407,1,1,1,,,,
34426,2021-12-01,2021-10-18,SO59087,539,21018,10,2,1,,,,
34427,2021-12-17,2021-09-11,SO60232,480,15175,6,4,2,,,,
34428,2021-09-15,2021-08-23,SO54418,541,14697,10,2,2,,,,
34429,2021-10-08,2021-06-22,SO55764,476,15879,6,1,1,,,,
34430,2021-12-10,2021-09-18,SO59725,528,18314,6,2,2,,,,
34431,2021-08-13,2021-07-02,SO52518,477,23172,6,3,2,,,,
34432,2021-11-29,2021-08-31,SO58836,479,12653,10,3,2,,,,
34433,2021-08-26,2021-04-29,SO53154,528,15366,4,1,2,,,,
34434,2021-10-04,2021-06-23,SO55554,541,24136,7,2,3,,,,
34435,2021-12-19,2021-11-14,SO60326,488,14223,9,4,1,,,,
34436,2021-10-14,2021-07-01,SO56108,570,27882,8,1,1,,,,
34437,2021-12-03,2021-09-12,SO59240,479,20461,4,2,2,,,,
34438,2021-12-06,2021-09-28,SO59428,528,11253,6,2,1,,,,
34439,2021-08-30,2021-06-25,SO53395,490,19406,1,4,1,,,,
34440,2021-09-30,2021-08-05,SO55224,220,28928,9,2,1,,,,
34441,2021-10-24,2021-09-09,SO56640,479,18930,9,2,2,,,,
34442,2021-11-04,2021-08-28,SO57373,529,15137,9,1,2,,,,
34443,2021-09-19,2021-07-25,SO54586,529,18496,9,2,3,,,,
34444,2021-11-04,2021-09-16,SO57403,530,27163,7,1,1,,,,
34445,2021-09-18,2021-06-23,SO54527,489,23414,9,3,1,,,,
34446,2021-07-20,2021-06-23,SO51481,594,17098,10,1,1,,,,
34447,2021-12-04,2021-09-12,SO59280,214,15583,9,1,1,,,,
34448,2021-12-18,2021-11-12,SO60261,377,24860,10,1,1,,,,
34449,2021-06-08,2021-05-07,SO50849,358,16026,9,1,1,,,,
34450,2021-09-18,2021-06-26,SO54576,605,26774,9,1,1,,,,
34451,2021-11-18,2021-08-22,SO58175,220,19164,4,4,1,,,,
34452,2021-08-24,2021-06-20,SO53048,215,12032,6,4,1,,,,
34453,2021-08-31,2021-05-19,SO53442,485,15790,9,2,2,,,,
34454,2021-11-02,2021-07-22,SO57298,479,22587,8,2,2,,,,
34455,2021-12-02,2021-11-07,SO59197,479,24644,4,2,2,,,,
34456,2021-12-31,2021-09-28,SO61159,371,17308,9,1,1,,,,
34457,2021-11-10,2021-07-14,SO57710,536,23205,4,2,2,,,,
34458,2021-06-07,2021-04-19,SO50831,324,15961,4,1,1,,,,
34459,2021-09-28,2021-06-18,SO55108,478,22142,4,4,2,,,,
34460,2021-11-24,2021-08-21,SO58527,471,13348,4,5,1,,,,
34461,2021-02-13,2020-11-11,SO49295,362,12388,8,1,1,,,,
34462,2021-02-01,2020-11-11,SO49176,356,27054,4,1,1,,,,
34463,2021-11-08,2021-09-17,SO57631,573,28377,10,1,1,,,,
34464,2021-12-24,2021-10-24,SO60646,484,15822,9,3,2,,,,
34465,2021-09-20,2021-06-15,SO54672,220,20052,10,4,1,,,,
34466,2021-06-02,2021-05-03,SO50782,360,11587,7,1,1,,,,
34467,2021-08-19,2021-07-13,SO52787,484,27222,4,2,3,,,,
34468,2021-11-07,2021-09-08,SO57538,529,15806,9,2,2,,,,
34469,2021-11-12,2021-10-02,SO57832,477,28314,9,2,2,,,,
34470,2021-10-30,2021-10-07,SO56907,214,16524,9,2,1,,,,
34471,2021-07-06,2021-06-02,SO51267,477,11456,9,4,2,,,,
34472,2021-10-27,2021-08-27,SO56794,214,15693,8,2,1,,,,
34473,2021-08-18,2021-06-08,SO52773,604,29391,8,1,1,,,,
34474,2021-10-14,2021-07-02,SO56112,215,19595,9,4,1,,,,
34475,2021-07-15,2021-04-06,SO51424,606,21331,6,1,1,,,,
34476,2021-08-21,2021-04-26,SO52896,540,24429,1,1,1,,,,
34477,2021-08-05,2021-05-01,SO52097,485,15617,7,3,2,,,,
34478,2021-12-13,2021-10-19,SO59960,375,17285,9,1,1,,,,
34479,2021-10-22,2021-08-24,SO56533,480,11986,9,5,2,,,,
34480,2021-08-25,2021-07-08,SO53090,232,28032,4,3,1,,,,
34481,2021-12-13,2021-10-02,SO59907,490,16734,9,2,1,,,,
34482,2021-08-11,2021-06-14,SO52402,538,22288,1,2,2,,,,
34483,2021-10-30,2021-10-06,SO56945,477,29180,9,3,2,,,,
34484,2021-11-28,2021-08-14,SO58723,464,28015,1,2,1,,,,
34485,2021-10-25,2021-06-28,SO56674,480,11649,4,2,2,,,,
34486,2021-12-03,2021-09-30,SO59245,481,14005,4,4,2,,,,
34487,2021-12-30,2021-12-09,SO61038,356,12745,10,1,1,,,,
34488,2021-10-07,2021-08-14,SO55711,485,19047,10,1,2,,,,
34489,2021-12-03,2021-09-12,SO59229,471,20689,1,3,1,,,,
34490,2021-10-31,2021-09-02,SO56988,536,20574,8,1,2,,,,
34491,2021-10-10,2021-09-15,SO55901,477,21863,8,1,1,,,,
34492,2021-12-30,2021-09-15,SO61088,235,19527,6,5,1,,,,
34493,2021-12-07,2021-09-17,SO59532,538,26821,8,1,1,,,,
34494,2021-09-04,2021-06-10,SO53806,480,26693,6,2,2,,,,
34495,2021-12-25,2021-11-02,SO60719,223,28545,7,3,1,,,,
34496,2021-11-17,2021-10-26,SO58108,220,13422,4,3,1,,,,
34497,2021-09-03,2021-06-10,SO53769,362,11917,9,1,1,,,,
34498,2021-08-29,2021-07-19,SO53309,477,18223,1,1,1,,,,
34499,2021-12-09,2021-09-26,SO59698,488,25765,1,2,1,,,,
34500,2021-10-14,2021-09-25,SO56111,371,19594,9,1,1,,,,
34501,2021-12-12,2021-09-19,SO59856,214,22264,6,2,1,,,,
34502,2021-10-14,2021-08-22,SO56098,530,27336,8,1,3,,,,
34503,2021-03-11,2021-02-09,SO49637,377,17943,10,1,1,,,,
34504,2021-07-31,2021-04-20,SO51688,560,16310,7,1,1,,,,
34505,2021-07-11,2021-05-27,SO51346,485,11270,4,2,2,,,,
34506,2021-07-29,2021-04-12,SO51655,479,21576,1,2,2,,,,
34507,2021-10-09,2021-07-28,SO55850,480,27308,10,2,2,,,,
34508,2021-12-25,2021-11-14,SO60699,479,11142,6,1,2,,,,
34509,2021-10-12,2021-09-14,SO56007,362,12934,4,1,1,,,,
34510,2021-11-17,2021-07-31,SO58124,480,25971,6,4,1,,,,
34511,2021-12-31,2021-09-19,SO61113,589,14137,8,1,1,,,,
34512,2021-12-03,2021-10-05,SO59258,477,29166,4,3,2,,,,
34513,2021-07-10,2021-06-23,SO51327,479,27745,9,4,3,,,,
34514,2021-08-21,2021-07-15,SO52898,478,22345,4,1,2,,,,
34515,2021-10-10,2021-08-26,SO55907,214,12454,1,4,1,,,,
34516,2021-01-24,2020-11-24,SO48992,379,13862,4,1,1,,,,
34517,2021-11-16,2021-07-29,SO58061,478,11772,1,3,2,,,,
34518,2021-09-04,2021-05-26,SO53821,475,13892,1,2,1,,,,
34519,2021-11-01,2021-08-12,SO57240,223,11238,10,4,2,,,,
34520,2021-12-07,2021-11-20,SO59491,529,19622,9,2,2,,,,
34521,2021-08-04,2021-05-25,SO52047,485,20492,6,1,2,,,,
34522,2021-11-09,2021-09-10,SO57649,220,20370,1,3,1,,,,
34523,2021-09-26,2021-06-16,SO54993,528,22767,1,2,2,,,,
34524,2021-11-25,2021-09-16,SO58573,487,12994,9,4,1,,,,
34525,2021-09-06,2021-06-01,SO53878,485,12299,10,4,2,,,,
34526,2021-10-15,2021-09-14,SO56133,580,11249,8,1,1,,,,
34527,2021-08-07,2021-06-17,SO52159,484,11996,9,5,2,,,,
34528,2021-08-20,2021-07-29,SO52864,232,17016,4,3,1,,,,
34529,2021-08-21,2021-04-26,SO52896,540,24429,1,1,1,,,,
34530,2021-11-28,2021-10-06,SO58719,594,21822,10,1,1,,,,
34531,2021-12-20,2021-10-01,SO60416,597,16083,6,1,1,,,,
34532,2021-06-01,2021-03-06,SO50763,373,16513,7,1,1,,,,
34533,2021-11-24,2021-10-03,SO58478,536,17053,9,1,2,,,,
34534,2021-09-23,2021-07-20,SO54846,477,13222,6,1,2,,,,
34535,2021-11-25,2021-09-26,SO58573,477,12994,9,3,2,,,,
34536,2021-12-28,2021-11-15,SO60952,214,20808,8,2,1,,,,
34537,2021-12-10,2021-08-29,SO59724,536,19757,6,1,2,,,,
34538,2021-07-15,2021-04-23,SO51420,483,11109,9,5,1,,,,
34539,2021-10-01,2021-06-20,SO55373,568,28846,4,1,1,,,,
34540,2021-10-26,2021-07-03,SO56733,541,22870,7,1,2,,,,
34541,2021-08-28,2021-08-05,SO53255,220,17442,6,4,1,,,,
34542,2021-11-08,2021-07-15,SO57615,472,13891,4,2,1,,,,
